14	552
354	275
330	289
76	600
882	459
401	357
842	889
617	731
389	179
534	723
772	118
775	35
981	152
746	545
16	310
64	325
877	900
657	199
745	295
521	962
544	635
731	492
884	781
849	618
515	748
70	813
935	640
290	235
606	831
253	460
570	432
199	770
355	702
907	771
24	619
180	207
805	78
640	928
470	778
817	442
586	101
362	761
187	610
527	945
65	979
653	215
126	694
680	314
868	250
635	4
403	647
226	155
879	720
196	598
613	166
357	990
310	754
103	148
365	774
736	873
370	784
358	5
681	412
63	855
637	549
662	54
645	376
215	26
544	182
916	226
973	420
360	555
76	816
784	369
352	145
658	109
789	683
109	147
222	182
432	799
304	35
255	172
411	803
527	408
398	43
115	119
57	775
527	283
966	786
577	861
65	655
96	155
871	760
365	253
394	816
606	517
42	551
201	891
312	346
70	858
292	76
37	179
158	461
838	739
889	60
391	692
275	628
856	373
34	33
146	111
977	318
462	749
623	437
235	190
777	890
903	955
237	92
214	111
663	584
769	72
161	515
77	289
27	428
748	97
555	613
17	572
782	148
429	59
860	874
774	826
601	966
847	863
447	159
123	386
161	389
43	37
203	611
687	73
485	995
369	106
454	197
165	144
365	694
964	524
771	745
632	307
309	444
362	346
485	434
367	982
159	240
777	334
281	926
546	40
260	725
835	516
200	631
386	241
859	975
810	234
713	350
484	845
608	711
228	528
427	416
990	880
190	549
399	911
833	347
240	193
341	941
157	395
723	919
108	425
972	205
457	331
235	286
375	67
543	67
736	869
500	358
189	995
697	432
777	300
421	955
135	521
739	489
765	676
12	583
264	133
699	282
206	794
651	932
987	426
37	555
979	774
254	447
95	556
605	141
602	202
219	116
227	931
386	83
13	497
792	494
369	928
613	739
981	115
239	757
766	349
63	820
409	821
852	311
144	631
854	744
560	931
829	154
854	973
512	545
546	552
1	677
227	231
805	381
194	490
553	764
691	217
976	827
734	392
842	131
92	279
783	412
877	117
393	735
534	273
558	157
239	268
604	714
955	582
112	666
905	131
959	278
255	82
717	474
198	690
460	422
152	321
132	367
310	131
273	802
942	707
882	540
514	713
846	897
444	136
401	735
789	99
692	110
37	27
514	614
84	975
350	133
367	729
130	483
734	841
379	84
595	936
288	890
949	675
537	780
162	994
861	936
51	308
483	712
705	753
466	75
605	548
468	763
925	226
901	854
707	859
9	339
47	724
100	507
141	295
91	322
265	648
687	992
327	652
610	361
927	968
450	29
477	531
458	444
7	921
16	954
519	814
449	411
368	571
776	139
862	519
638	364
806	77
12	157
868	758
260	436
988	243
957	608
768	466
860	341
808	90
15	468
335	820
382	654
18	832
899	518
996	465
544	696
620	910
7	634
440	990
268	29
667	975
679	440
137	588
86	9
860	696
16	72
231	515
291	659
295	152
863	288
834	8
244	346
535	471
509	466
493	256
584	537
840	568
661	152
942	436
692	541
175	8
932	522
259	342
502	99
957	679
480	716
909	576
941	685
612	411
465	291
520	57
43	636
679	74
27	318
193	337
547	500
38	358
961	702
246	161
90	412
47	648
643	800
777	709
985	701
534	767
624	775
333	227
817	408
165	888
924	308
974	556
53	642
508	997
507	32
549	296
139	898
194	400
115	558
226	43
227	447
849	599
30	459
871	332
637	579
677	718
805	240
11	802
87	300
741	986
69	20
724	15
221	232
